Name,Type,Ownership,Sub-ownership,Eco-region,District
Mansingpatti HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Manthariya HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Maryadpur HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Maryadpur HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Masihani HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Masina HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Masina HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Masuriya HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Matahiya HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Mathiya HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Mathura Haridawar HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Matiarwa HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Matiauna (Dumariya) HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Matihani HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Matsari HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Mauwaha HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Meghanath Gorahanna HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Meghauli HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Mirjapur HP PARSA,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Mirjapur HP SARLAHI,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Mithileswor Mauwahi HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Mithileswor Nikas HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Mithuawa HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Mithukaram HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Mohanpur HP SAPTARI,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Mohanpur HP SARLAHI,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Mohanpur Kamalpur HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Mohanyal HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Motipur HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Motipur HP KAPILBASTU,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Motipur HP MORANG,Health Post,Public,Ministry of Health & Population,Terai,Morang
Motipur HP RUPANDEHI,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Motipur HP SARLAHI,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Motisar HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Mouwahi HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Mrigauliya HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Mudali HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Mudwalawa HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Mukhiyapatti Musharniya HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Muksar HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Munuwa HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Musauli HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Nagaraeen HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Nagardaha HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Nahararigoul HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Nainhi HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Naktajhijh HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Nandanagar HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Nanupatti HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Narahabalkawa HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Narainapur HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Naram HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Narayani HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Narayankhola HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Narayanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Narayanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Narayanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Narayanpur HP DANG,Health Post,Public,Ministry of Health & Population,Terai,Dang
Narayanpur HP KAILALI,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Nargho HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Narkatiya Guthi HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Narsahi HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Narshinha HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Naubasta HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Nauwakhor Parsahi HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Nawalpur HP Kolhuwa,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Nayabelhani HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Nayagaun HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Nayanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Nengada HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Nepalgung HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Netraganj HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Neulapur HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Nichuta HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Nigali HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Nigalihawa HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Nigaul HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Nijgadh (Kachhariya Tole) HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Nirmalbasti HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Nocha HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Noukailawa HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Odraha HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Pabera HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pachaharwa HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Pacharukhi HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Padampur HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Padanaha HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Padariya Tharutol HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Padsari HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Pahalmanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pajarkatti HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Pakadi HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Pakadiyachikani HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Pakaha HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Pakali HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Pakari HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Paklihawa HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Pamdanda HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Panchakanya HP Panchakanya,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Panchakanya HP Ratnanagar Municipality,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Panchakule HP,Health Post,Public,Ministry of Health & Population,Terai,Dang
Panchanagar HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Panchgachhi HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Panchrukhi HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Pandaun HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pansera HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Paparpatijabdi HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Parasan (Tribhuvanbasti) HP,Health Post,Public,Ministry of Health & Population,Terai,Kanchanpur
Parasan HP,Health Post,Public,Ministry of Health & Population,Terai,Kanchanpur
Paraspur HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Paraul HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Parbatipur HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Paroha (Dumriya) HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Parroha HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Parsa HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Parsadewadh HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Parsapateli HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Parsauni HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Parsaunibhatha HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Parsaunibirta HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Parshurampur HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Parsohiya HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Parwanipur HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Paschim Pipra HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Paschimkasuha HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Pasupatinagar HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Pasupatinagar HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Pasupatinagar HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Patabhar HP,Health Post,Public,Ministry of Health & Population,Terai,Bardiya
Patanuka HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Patariya HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Pataura HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Patekhouli HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Paterwa HP BARA,Health Post,Public,Ministry of Health & Population,Terai,Bara
Paterwa HP DHANUSA,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Paterwa HP SAPTARI,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Paterwa Sugauli HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Pathamari HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Patharabudha Rampur HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pathardeiya HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Patharhati HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Pathari HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Pathariya HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pathariya HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pathariya HP,Health Post,Public,Ministry of Health & Population,Terai,Jhapa
Pathera HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Patigaun HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Patihani HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Patna HP,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Pato HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Patthargada HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Pattharkot HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Paudeswor HP,Health Post,Public,Ministry of Health & Population,Terai,Dhanusa
Paurai HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pawannagar HP,Health Post,Public,Ministry of Health & Population,Terai,Dang
Phakira HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Pharsaith HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Phattepur HP Phatepur,Health Post,Public,Ministry of Health & Population,Terai,Banke
Phattepur HP SaptarI,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Pheta HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Phoolbari HP,Health Post,Public,Ministry of Health & Population,Terai,Dang
Phulwari HP,Health Post,Public,Ministry of Health & Population,Terai,Kailali
Pidari HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Pidariguthi HP,Health Post,Public,Ministry of Health & Population,Terai,Parsa
Pidariya HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Pigouna HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Pipaladi HP,Health Post,Public,Ministry of Health & Population,Terai,Kanchanpur
Pipara Birta HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Pipara HP Pipra,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Pipara HP Pipara,Health Post,Public,Ministry of Health & Population,Terai,Kapilbastu
Pipara Pokhariya HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pipara Pra. Dha HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Pipara Pra. Pi HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Piparhawa HP,Health Post,Public,Ministry of Health & Population,Terai,Banke
Pipariya (Dostiya) HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pipariya HP,Health Post,Public,Ministry of Health & Population,Terai,Sarlahi
Piparpati Parchrouwa HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Piple HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Pipra Basantapur HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Pipra Bhagwanpur HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pipra Rajbara HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pipradhigoth HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Pitamber HP,Health Post,Public,Ministry of Health & Population,Terai,Kanchanpur
Pitaujighat HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Pithauli HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Pithuwa HP,Health Post,Public,Ministry of Health & Population,Terai,Chitawan
Pokharbhinda HP,Health Post,Public,Ministry of Health & Population,Terai,Siraha
Pokharbhinda Sangrampur HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Pokhariya HP,Health Post,Public,Ministry of Health & Population,Terai,Morang
Pokharvindi HP,Health Post,Public,Ministry of Health & Population,Terai,Rupandehi
Portaha HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Pothiyahi HP,Health Post,Public,Ministry of Health & Population,Terai,Rautahat
Pragatinagar HP,Health Post,Public,Ministry of Health & Population,Terai,Nawalparasi
Prakashpur HP,Health Post,Public,Ministry of Health & Population,Terai,Sunsari
Prakauli HP,Health Post,Public,Ministry of Health & Population,Terai,Mahottari
Prasauni HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Prasbani HP,Health Post,Public,Ministry of Health & Population,Terai,Saptari
Prasona HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
Prastoka HP,Health Post,Public,Ministry of Health & Population,Terai,Bara
